,SiteName,BlockNo,PlotNo,Subplot.No,Subplot.X,Subplot.Y,X4.waygrass,achmol,aegtri,agohet,aircar,amsmen,anaarv,astragalus,avebar,avefat,bare,brimax,brimin,brocar,brodia,brohor,bromad,broster,calcil,callut,calpar,cardamine,carpac,casatt,cenmil,cenmil..not..,cerglo,clapur,collinsia,conarv,croset,cynech,daucpusil,delgra,delvar,diccap,dicmul,elygla,erobot,eupspa,filgal,galapa,galpar,gerdis,germol,greenbrush,hypgla,laccil,lacser,lagophylla,latsph,linbic,linpar,lolmul,lomatium,longawnbrome,lotmic,lotpur,lotus,lotwra,lupbic,luzcom,madgra,miccal,naspul,navpub,notago,oak,petdub,pink.cup.opposite,plalan,planot,poasecunda,purplecup,purpleflower,rancal,rock,sanbip,scapec,shearv,shieldseed,sidalcea,sisbel,taecap,thycur,torilis,trialbo,tribif,tricil,tridub,trieri,trifuc,trigra,trihir,trihya,trilax,trimicroceph,trimicrodon,triwhite,triwil,triwra,unkforb,unktar,vicsat,vicvil,vulmyu,whiterib,whorledtarweed,wood,zigadenus
1493,HREC,4,2,5,5,3,,,,,1,,,,4,,,3,,,,2,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,1,3,,2,2,,,4,,1,,,,,,,,,,,,,,,,,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,
1509,HREC,4,2,5,5,5,,1,,,,,,,2,,,5,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,2,,,,,,,,3,,,1,,,,,,,,,,,2,,,,,,,,,,,,
1525,HREC,4,2,5,5,7,,,,,,,,,2,,,4,,,,1,,,,,,,,,,,,,,,,1,,,,,,3,,,,,1,,,,,,,,1,,,,,,,,,,,1,,2,3,,,,,,,,,,,2,,,,,,,2,2,,2,,,,,,,,,,,,1,,,,,,,,,,,,
1478,HREC,4,2,6,6,1,,,,,1,,,,2,,,5,,,,1,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,2,,,,,,,,,,,,,,,,,,2,2,,1,,,,,,,,,,,1,,,,,,,,,,,,,
1494,HREC,4,2,6,6,3,,1,,,2,,,,3,,,4,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,2,,1,3,,,,,,,,,,,,,,,,,,2,,3,,2,2,,,,,,,,,,,,,,,,,,,,,,,
1510,HREC,4,2,6,6,5,,1,,,,,,,3,,,5,,,,2,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,2,3,,1,,,,,,,,,,,,,,,,,,,,,,,,
1526,HREC,4,2,6,6,7,,,,,,,,,2,,,5,,,,2,,,,,,,,,,,,,,,,1,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,,,,,,,,,,,,,,,,,1,,1,,1,,,,1,,,,,,,1,1,,,,,,,,,,,,
1479,HREC,4,2,7,7,1,,,,,1,,,,2,,,5,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,4,2,1,,,,,,,,,,,,,,,,,,3,,1,1,,,,,,,,,,1,,,,,,,,,,,,,
1495,HREC,4,2,7,7,3,,,,,,,,,2,,,4,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,1,2,,2,1,,,,,,,,,,1,,,,,,,,,,,,,
1511,HREC,4,2,7,7,5,,1,,,1,,,,2,,,5,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,4,,,,,,,,,,,,,,,,,,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,
1527,HREC,4,2,7,7,7,,,,,,,,,1,,,5,,,,1,,,,,,,,,,,,,,,,1,1,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,
1480,HREC,4,2,8,8,1,,,,,1,,,,2,,,5,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,4,3,1,,,,,,,,,,,,,,,,,2,1,,,2,,,,,,,,,,,1,,,,,,,,,,,,
1496,HREC,4,2,8,8,3,,,,,,,,,2,,,4,,,,2,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,,,,,,,,,,,,,,,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,
1512,HREC,4,2,8,8,5,,,,,,,,,2,,,5,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,2,,,,,,,3,2,,2,,,,,,,,,,,,,,,,,,,,,,,,
1528,HREC,4,2,8,8,7,,,,,1,,,,1,,,5,,,,,,,,,,,,,,,,,,,,1,1,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,3,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,
1481,HREC,4,2,9,1,2,,,3,,2,,,,4,,,2,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,2,,3,5,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,3,,,,,,,,,,,,,
1497,HREC,4,2,9,1,4,,,,,,,,,2,,60,3,,,,2,,,,,,,,,,,,2,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,4,2,,,,,,,,,,,,,,,,,,2,3,,1,,,,,,,,,,,,,,,,,,,,,,,,
1513,HREC,4,2,9,1,6,,,,,,,,,1,,,6,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,2,,,,,,,,,,,,,,,,,,,,3,2,,1,,,,,,,,,,,,,,,,,,,,,,,,
1529,HREC,4,2,9,1,8,,,,,,,,,3,,,3,,,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,2,,,,,,,,,,,,
1,MCLA,1,1,1,1,1,,,,,3,,,,,,5,,,,,3,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,4,,,,,2,,,,,,,2,,,,
17,MCLA,1,1,1,1,3,,,,,2,,,,2,,,,1,,,4,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,3,,,,,2,2,4,,,,
33,MCLA,1,1,1,1,5,,,,,1,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,4,,,,,,1,,,,2,,,,,,,,,,2,3,2,,,,
49,MCLA,1,1,1,1,7,,,,,,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,2,,,,,,,,,,4,5,2,,,,
10,MCLA,1,1,10,2,2,,,,,2,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3,,,,,2,,,,,3,3,4,,,,
26,MCLA,1,1,10,2,4,,,,,2,,,,,,7,,,,,4,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,2,,,,,2,,,,,4,3,3,,,,
42,MCLA,1,1,10,2,6,,,,,1,,,,,,,,1,,,4,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,2,,,,3,,,,,,,,,,4,3,2,,,,
58,MCLA,1,1,10,2,8,,,,,1,,,,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,2,,,,1,,,,,,,,,,3,3,1,,,,
11,MCLA,1,1,11,3,2,,,,,1,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,2,,,,,4,4,3,,,,
27,MCLA,1,1,11,3,4,,,,,1,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,6,5,3,,,,
43,MCLA,1,1,11,3,6,,,,,2,,,,1,,,,,,,4,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,3,,,,3,,,,,,,,,,3,4,3,,,,
59,MCLA,1,1,11,3,8,,,,,2,,,,2,,,,,,,4,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,2,,,,2,,,,,,,,,,3,3,2,,,,
12,MCLA,1,1,12,4,2,,,,,1,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,,,,2,,,,,2,,1,,,3,3,2,,,,
28,MCLA,1,1,12,4,4,,,,,1,,,,,,5,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,6,5,3,,,,
44,MCLA,1,1,12,4,6,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,1,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,4,4,4,,,,
60,MCLA,1,1,12,4,8,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,2,,,,2,,,,,,,,,,4,5,2,,,,
13,MCLA,1,1,13,5,2,,,,,1,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,4,,1,,,2,3,2,,,,
29,MCLA,1,1,13,5,4,,,,,2,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,3,,,,,,2,,,,,,,,,,,,,,5,6,4,,,,
45,MCLA,1,1,13,5,6,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,5,5,3,,,,
61,MCLA,1,1,13,5,8,,,,,1,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,2,,,,2,,,2,,,,,,,5,5,2,,,,
14,MCLA,1,1,14,6,2,,,,,3,,,,,,,,,,,3,,,,,,,,,,,,2,,,,,,,,1,,,3,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,2,,,,,5,,,,,,2,2,,,,
30,MCLA,1,1,14,6,4,,,,,3,,,,,,,,,,,4,,,,,,,,,,,,2,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,3,,,,,,,,,,2,3,4,,,,
46,MCLA,1,1,14,6,6,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,,4,5,4,,,,
62,MCLA,1,1,14,6,8,,,,,2,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,3,,,,2,,,1,,,,,,,3,4,4,,,,
15,MCLA,1,1,15,7,2,,,,,2,,,,,,7,,,,,3,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,2,,,,3,,,,,4,,,,,,3,2,,,,
31,MCLA,1,1,15,7,4,,,,,1,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,2,,,1,,4,,,,,2,2,4,,,,
47,MCLA,1,1,15,7,6,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,1,,,,1,,,,,,,,,,4,4,3,,,,
63,MCLA,1,1,15,7,8,,,,,2,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,3,,,,4,,,,,,,,,,3,4,4,,,,
16,MCLA,1,1,16,8,2,,,,,3,,,,,,,,,,,3,,,,,,,,,,,,2,,,,,,,,,,,2,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,2,,,,2,,,,,3,,,,,,,2,,,,
32,MCLA,1,1,16,8,4,,,,,3,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,4,,,1,,2,,,,,2,4,3,,,,
48,MCLA,1,1,16,8,6,,,,,2,,,,,,,,1,,,3,,,,,,,,,,,,2,,,,,,,,,,,2,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,2,,,,1,,,,,,,,,,3,3,3,,1,,
64,MCLA,1,1,16,8,8,,,,,3,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,3,,,,4,,,,,,,,,,3,4,4,,,,
2,MCLA,1,1,2,2,1,,,,,2,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,1,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,,,,,,,,,,,,1,,,,
18,MCLA,1,1,2,2,3,,,,,1,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,3,,,,,,2,,,,1,,,,,3,,1,,,2,2,3,,,,
34,MCLA,1,1,2,2,5,,,,,2,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,2,,,,2,,,,,,,,,,3,3,2,,,,
50,MCLA,1,1,2,2,7,,,,,1,,,,1,,,,,,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,2,,,,1,,,,,,,,,,3,4,3,,,,
3,MCLA,1,1,3,3,1,,,,,2,,,,,,8,,,,,5,,,,,,,,,,,,,,,,,,,,1,,,2,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3,,,,,1,,,,,3,4,2,,,,
19,MCLA,1,1,3,3,3,,,,,2,,,,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,3,,,,,,3,,,,,,,,,2,,,,,3,3,4,,,,
35,MCLA,1,1,3,3,5,,,,,,,,,,,,,,,,3,,,,,,,,,,,,1,,,,,,,,1,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,5,5,2,,,,
51,MCLA,1,1,3,3,7,,,,,,,,,2,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,2,,,,2,,,,,,,,,,3,3,2,,,,
4,MCLA,1,1,4,4,1,,,,,2,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,,,,1,,,2,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,3,,,,,1,,,,,,,2,,,,
20,MCLA,1,1,4,4,3,,,,,2,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,1,,,,,2,,,,,3,3,2,,,,
36,MCLA,1,1,4,4,5,,,,,1,,,,,,7,,,,,3,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,5,5,2,,,,
52,MCLA,1,1,4,4,7,,,,,2,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,2,,,,1,,,3,,,,,,,3,3,3,,,,
5,MCLA,1,1,5,5,1,,,,,3,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,1,,,2,,,,1,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,3,,,,,,,2,,,,
21,MCLA,1,1,5,5,3,,,,,3,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,4,,,,,3,4,2,,,,
37,MCLA,1,1,5,5,5,,,,,1,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,2,,,,2,,,,,,,,,,4,4,3,,,,
53,MCLA,1,1,5,5,7,,,,,1,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,2,,,,2,,,,,,,,,,5,5,2,,,,
6,MCLA,1,1,6,6,1,,,,,2,,,,,,2,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3,,,,,4,,,,,,2,2,,,,
22,MCLA,1,1,6,6,3,,,,,2,,,,,,,,,,,4,,,,,,,,,,,,2,,,,,,,,,,,1,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,,,,3,,,,,2,,,,,2,3,2,,,,
38,MCLA,1,1,6,6,5,,,,,,1,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,2,,,,,,,,,,4,5,3,,,,
54,MCLA,1,1,6,6,7,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,2,,,,3,,,,,,,,,,4,4,3,,,,
7,MCLA,1,1,7,7,1,,,,,3,,,,,,20,,,,,3,,,,,,,,,,,,1,,,,,,,,,,,1,,,,2,2,,,2,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,3,,,,,2,,,,,,,4,,,,
23,MCLA,1,1,7,7,3,,,,,3,,,,,,10,,,,,3,,,,,,,,,,,,2,,,,,,,,,,,3,,,,1,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,3,,,,4,,,2,,2,,,,,,2,3,,,,
39,MCLA,1,1,7,7,5,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,1,,,,2,,,,,,,,,,3,3,3,,,,
55,MCLA,1,1,7,7,7,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,3,,,,,,,,,,5,5,2,,,,
8,MCLA,1,1,8,8,1,,,,,2,,,,,,30,,,,,3,,,,,,,,,,,,2,,,,,,,,,,,2,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,3,,,,,,,,,,,,2,,,,
24,MCLA,1,1,8,8,3,,,,,3,,,,,,,,,,,3,,,,,,,,,,,,2,,,,,,,,,,,2,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,2,,,,2,,,2,,5,,,,,,2,3,,,,
40,MCLA,1,1,8,8,5,,,,,3,,,,,,5,,,,,3,,,,,,,,,,,,2,,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,2,,,1,,1,,,,,2,4,3,,2,,
56,MCLA,1,1,8,8,7,,,,,1,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,1,,,,2,,,,,,,,,,3,4,1,,,,
9,MCLA,1,1,9,1,2,,,,,2,,,,,,,,,,,3,,,,,,,,,,,,1,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,2,,,,,2,3,5,,,,
25,MCLA,1,1,9,1,4,,,,,,,,,,,,,,,1,4,,,,,,,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,1,,,,,2,2,3,,,,
41,MCLA,1,1,9,1,6,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,3,,,,,,,,,,3,3,2,,,,
57,MCLA,1,1,9,1,8,,,,,1,,,,3,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,2,,,,1,,,,,,,,,,5,4,,,,,
65,MCLA,1,2,1,1,1,,,,,,,2,,,,10,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,4,,,,,,1,,,,2,,,,,,,,,,,,3,,,,
81,MCLA,1,2,1,1,3,,,,,1,,,,1,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,4,,,,,,2,,,,,,,,,,,,,,,,3,,,,
97,MCLA,1,2,1,1,5,,,,,1,,,,1,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,2,,,,2,,,1,,,,,,,,,2,,,,
113,MCLA,1,2,1,1,7,,,,,2,,,,,,,,,,,2,,,,,,,,,,,,3,,,,,,,,1,,,1,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,2,,,,,,,,,,2,2,3,,,,
74,MCLA,1,2,10,2,2,,,,,,,,,,,15,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,2,,,,,,,,,,,,5,,,,
90,MCLA,1,2,10,2,4,,,,,,,,,1,,20,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,5,,,,,,1,,,,1,,,,,,,,,,,,2,,,,
106,MCLA,1,2,10,2,6,,,,,1,,,,2,,4,,,,,2,,,1,,,,,,,,,3,,,,,,,,1,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,2,,,,2,,,1,,,,,,,,,2,,,,
122,MCLA,1,2,10,2,8,,,,,2,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,1,,,2,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,2,2,,,,,,,,,,,,,,2,2,3,,,,
75,MCLA,1,2,11,3,2,,,,,,,,,,,,,,,,3,,,,,,,,1,,,,,,,,,,,,,,,2,,,,1,,,,,,,,3,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,3,,,,,,2,,,,3,,,,,,,,,,,,4,,,,
91,MCLA,1,2,11,3,4,,,,,,,,,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,2,,,,
107,MCLA,1,2,11,3,6,,,,,2,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,3,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,4,,,,,,2,,,,,,,,,,,,,,,,3,,,,
123,MCLA,1,2,11,3,8,,,,,1,,,,,,,,,,,2,,,,,,,,1,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,4,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,2,,,,,,,,,,,,,,,,3,,,,
76,MCLA,1,2,12,4,2,,,,,,,,,,,,,,,,3,,,,,,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,,3,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,2,,,,,,,,,,,,3,,,,
92,MCLA,1,2,12,4,4,,,,,1,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,3,,,,,,,,3,,,,3,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,2,,,,,2,,,,,,,3,,,,
